891,憲,16,constitution,ken,
892,我,7,ego,ga,ware
893,批,7,criticism,hi,
894,担,8,shouldering,tan,nina-u
895,拝,8,worship,hai,oga-mu
896,拡,8,broaden,kaku,hiro-geru
897,捨,11,discard,sha,su-teru
898,探,11,grope,tan,saga-su
899,推,11,infer,sui,
900,揮,12,brandish,ki,
901,操,16,maneuver,sō,ayatsu-ru
902,敬,12,respect,kei,uyama-u
903,映,9,reflect,ei,utsu-ru
904,晩,12,nightfall,ban,
905,暖,13,warmth,dan,atata-kai
906,暮,14,livelihood,bo,ku-rasu
907,朗,10,melodious,rō,hoga-raka
908,机,6,desk,ki,tsukue
909,枚,8,sheet of...,mai,
910,染,9,dye,sen,so-meru
911,株,10,stocks,shu,kabu
912,棒,12,rod,bō,
913,模,14,imitation,mo / bo,
914,権,15,rights,ken,
915,樹,16,trees,ju,ki
916,欲,11,longing,yoku,ho-shii
917,段,9,steps,dan,
918,沿,8,run alongside,en,so-u
919,泉,9,fountain,sen,izumi
920,洗,9,wash,sen,ara-u
921,派,9,sect,ha,
922,済,11,settle,sai,su-mu
923,源,13,source,gen,minamoto
924,潮,15,tide,chō,shio
925,激,16,violent,geki,hage-shii
926,灰,6,ashes,kai,hai
927,熟,15,ripen,juku,u-reru
928,片,4,one-sided,hen,kata
929,班,10,corps,han,
930,異,11,uncommon,i,koto-naru
931,疑,14,doubt,gi,utaga-u
932,痛,12,pain,tsū,ita-i
933,皇,9,emperor,kō / ō,
934,盛,11,prosper,sei,mo-ru
935,盟,13,alliance,mei,
936,看,9,watch over,kan,
937,砂,9,sand,sa / sha,suna
938,磁,14,magnet,ji,
939,私,7,me,shi,watakushi / watashi
940,秘,10,secret,hi,hi-meru
941,穀,14,cereal,koku,
942,穴,5,hole,ketsu,ana
943,窓,11,window,sō,mado
944,筋,12,muscle,kin,suji
945,策,12,scheme,saku,
946,簡,18,simplicity,kan,
947,糖,16,sugar,tō,
948,系,7,lineage,kei,
949,紅,9,crimson,kō,beni / kurenai
950,納,10,settlement,nō,osa-meru
951,純,10,genuine,jun,
952,絹,13,silk,ken,kinu
953,縦,16,vertical,jū,tate
954,縮,17,shrink,shuku,chidi-mu
955,署,13,government office,sho,
956,翌,11,forthcoming,yoku,
957,聖,13,holy,sei,
958,肺,9,lung,hai,
959,背,9,back,hai,se
960,胸,10,bosom,kyō,mune
961,脳,11,brain,nō,
962,腹,13,abdomen,fuku,hara
963,臓,19,entrails,zō,
964,臨,18,lookover,rin,nozo-mu
965,至,6,climax,shi,ita-ru
966,若,8,young,jaku,waka-i
967,著,11,renowned,cho,arawa-su / ichijiru-shii
968,蒸,13,foment,jō,mu-su
969,蔵,15,storehouse,zō,kura
970,蚕,10,silkworm,san,kaiko
971,衆,12,masses,shū,
972,裁,12,judge,sai,saba-ku
973,装,12,attire,sō / shō,yosoo-u
974,裏,13,rear,ri,ura
975,補,12,supplement,ho,ogina-u
976,視,11,look at,shi,mi-ru
977,覧,17,perusal,ran,
978,討,10,chastise,tō,u-tsu
979,訪,11,visit,hō,otozu-reru
980,訳,11,translate,yaku,wake
981,詞,12,poetry,shi,kotoba
982,誌,14,document,shi,
983,認,14,recognize,nin,mito-meru
984,誕,15,born,tan,
985,誠,13,sincerity,sei,makoto
986,誤,14,mistake,go,ayama-ru
987,論,15,theory,ron,
988,諸,15,various,sho,moro
989,警,19,admonish,kei,imashi-meru
990,貴,12,precious,ki,tatto-i
991,賃,13,fare,chin,
992,遺,15,bequeath,i,
993,郵,11,mail,yū,
994,郷,11,home town,kyō,gō
995,針,10,needle,shin,hari
996,鋼,16,steel,kō,hagane
997,閉,11,closed,hei,shi-meru
998,閣,14,tower,kaku,
999,降,10,descend,kō,o-riru
1000,陛,10,majesty,hei,
1001,除,10,exclude,jo / ji,nozo-ku
1002,障,14,hurt,shō,sawa-ru
1003,難,18,difficult,nan,muzuka-shii
1004,革,9,leather,kaku,kawa
1005,頂,11,place on the head,chō,itada-ku
1006,骨,10,bone,kotsu,hone
